unit,"Date Time, GMT-07:00","wl3 Abs Pres, kPa (LGR S/N: 20389410, SEN S/N: 20389410)","wl3 Temp, ÎçC (LGR S/N: 20389410, SEN S/N: 20389410)","wl2 Abs Pres, kPa (LGR S/N: 20389423, SEN S/N: 20389423)","wl2 Temp, å¡C (LGR S/N: 20389423, SEN S/N: 20389423)","wl1 Abs Pres, kPa (LGR S/N: 20389415, SEN S/N: 20389415)","wl2 Temp, ŒÁC (LGR S/N: 20389415, SEN S/N: 20389415)"
wl3,9/1/18 19:40,96.229,26,96.244,26,96.208,26
wl3,9/1/18 19:45,96.227,25.902,96.244,26,96.224,26
wl3,9/1/18 19:50,96.244,25.902,96.244,26,96.221,25.902
wl3,9/1/18 19:55,96.227,25.902,96.26,26,96.221,25.902
wl3,9/1/18 20:00,96.241,25.805,96.274,25.902,96.221,25.902
wl3,9/1/18 20:05,96.241,25.805,96.257,25.902,96.221,25.902
wl3,9/1/18 20:10,96.259,25.805,96.274,25.902,96.218,25.805
wl3,9/1/18 20:15,96.256,25.708,96.271,25.805,96.25,25.805
wl3,9/1/18 20:20,96.274,25.708,96.288,25.805,96.25,25.805
wl3,9/1/18 20:25,96.274,25.708,96.288,25.805,96.263,25.708
wl3,9/1/18 20:30,96.31,25.708,96.319,25.708,96.279,25.708
wl3,9/1/18 20:35,96.325,25.61,96.335,25.708,96.295,25.708
wl3,9/1/18 20:40,96.325,25.61,96.319,25.708,96.295,25.708
wl3,9/1/18 20:45,96.342,25.61,96.335,25.708,96.292,25.61
wl3,9/1/18 20:50,96.325,25.61,96.352,25.708,96.308,25.61
wl3,9/1/18 20:55,96.339,25.513,96.349,25.61,96.34,25.61
wl3,9/1/18 21:00,96.339,25.513,96.366,25.61,96.337,25.513
wl3,9/1/18 21:05,96.339,25.513,96.366,25.61,96.321,25.513
wl3,9/1/18 21:10,96.354,25.416,96.38,25.513,96.337,25.513
wl3,9/1/18 21:15,96.372,25.416,96.38,25.513,96.35,25.416
wl3,9/1/18 21:20,96.372,25.416,96.38,25.513,96.35,25.416
wl3,9/1/18 21:25,96.369,25.319,96.377,25.416,96.366,25.416
wl3,9/1/18 21:30,96.387,25.319,96.393,25.416,96.366,25.416
wl3,9/1/18 21:35,96.405,25.319,96.393,25.416,96.379,25.319
wl3,9/1/18 21:40,96.405,25.319,96.41,25.416,96.395,25.319
wl3,9/1/18 21:45,96.42,25.222,96.407,25.319,96.379,25.319
wl3,9/1/18 21:50,96.402,25.222,96.407,25.319,96.379,25.319
wl3,9/1/18 21:55,96.402,25.222,96.407,25.319,96.393,25.222
wl3,9/1/18 22:00,96.382,25.125,96.407,25.319,96.393,25.222
wl3,9/1/18 22:05,96.399,25.125,96.404,25.222,96.393,25.222
wl3,9/1/18 22:10,96.435,25.125,96.404,25.222,96.39,25.125
wl3,9/1/18 22:15,96.417,25.125,96.421,25.222,96.39,25.125
wl3,9/1/18 22:20,96.435,25.125,96.421,25.222,96.39,25.125
wl3,9/1/18 22:25,96.432,25.028,96.435,25.125,96.406,25.125
wl3,9/1/18 22:30,96.432,25.028,96.435,25.125,96.403,25.028
wl3,9/1/18 22:35,96.432,25.028,96.418,25.125,96.403,25.028
wl3,9/1/18 22:40,96.414,25.028,96.415,25.028,96.403,25.028
wl3,9/1/18 22:45,96.412,24.931,96.432,25.028,96.387,25.028
wl3,9/1/18 22:50,96.412,24.931,96.415,25.028,96.387,25.028
wl3,9/1/18 22:55,96.412,24.931,96.415,25.028,96.385,24.931
wl3,9/1/18 23:00,96.412,24.931,96.415,25.028,96.4,24.931
wl3,9/1/18 23:05,96.426,24.835,96.412,24.931,96.4,24.931
wl3,9/1/18 23:10,96.426,24.835,96.412,24.931,96.385,24.931
wl3,9/1/18 23:15,96.426,24.835,96.412,24.931,96.398,24.835
wl3,9/1/18 23:20,96.426,24.835,96.429,24.931,96.398,24.835
wl3,9/1/18 23:25,96.444,24.835,96.443,24.835,96.414,24.835
wl3,9/1/18 23:30,96.459,24.738,96.443,24.835,96.429,24.835
wl3,9/1/18 23:35,96.441,24.738,96.443,24.835,96.427,24.738
wl3,9/1/18 23:40,96.459,24.738,96.459,24.835,96.443,24.738
wl3,9/1/18 23:45,96.459,24.738,96.443,24.835,96.443,24.738
wl3,9/1/18 23:50,96.474,24.641,96.456,24.738,96.459,24.738
wl3,9/1/18 23:55,96.474,24.641,96.473,24.738,96.459,24.738
wl3,9/2/18 0:00,96.474,24.641,96.473,24.738,96.456,24.641
wl3,9/2/18 0:05,96.474,24.641,96.473,24.738,96.472,24.641
wl3,9/2/18 0:10,96.492,24.641,96.49,24.738,96.472,24.641
wl3,9/2/18 0:15,96.507,24.545,96.487,24.641,96.472,24.641
wl3,9/2/18 0:20,96.507,24.545,96.504,24.641,96.488,24.641
wl3,9/2/18 0:25,96.507,24.545,96.504,24.641,96.501,24.545
wl3,9/2/18 0:30,96.525,24.545,96.504,24.641,96.485,24.545
wl3,9/2/18 0:35,96.507,24.545,96.504,24.641,96.501,24.545
wl3,9/2/18 0:40,96.522,24.448,96.518,24.545,96.501,24.545
wl3,9/2/18 0:45,96.522,24.448,96.501,24.545,96.501,24.545
wl3,9/2/18 0:50,96.522,24.448,96.518,24.545,96.498,24.448
wl3,9/2/18 0:55,96.522,24.448,96.518,24.545,96.498,24.448
wl3,9/2/18 1:00,96.522,24.448,96.518,24.545,96.514,24.448
wl3,9/2/18 1:05,96.522,24.448,96.534,24.545,96.514,24.448
wl3,9/2/18 1:10,96.537,24.351,96.531,24.448,96.498,24.448
wl3,9/2/18 1:15,96.519,24.351,96.531,24.448,96.514,24.448
wl3,9/2/18 1:20,96.519,24.351,96.531,24.448,96.511,24.351
wl3,9/2/18 1:25,96.519,24.351,96.531,24.448,96.527,24.351
wl3,9/2/18 1:30,96.537,24.351,96.531,24.448,96.511,24.351
wl3,9/2/18 1:35,96.554,24.351,96.531,24.448,96.543,24.351
wl3,9/2/18 1:40,96.554,24.351,96.545,24.351,96.527,24.351
wl3,9/2/18 1:45,96.554,24.351,96.545,24.351,96.543,24.351
wl3,9/2/18 1:50,96.572,24.351,96.562,24.351,96.543,24.351
wl3,9/2/18 1:55,96.587,24.255,96.562,24.351,96.543,24.351
wl3,9/2/18 2:00,96.587,24.255,96.579,24.351,96.575,24.351
wl3,9/2/18 2:05,96.605,24.255,96.595,24.351,96.588,24.255
wl3,9/2/18 2:10,96.623,24.255,96.595,24.351,96.588,24.255
wl3,9/2/18 2:15,96.623,24.255,96.629,24.351,96.588,24.255
wl3,9/2/18 2:20,96.623,24.255,96.612,24.351,96.604,24.255
wl3,9/2/18 2:25,96.64,24.255,96.646,24.351,96.604,24.255
wl3,9/2/18 2:30,96.64,24.255,96.629,24.351,96.604,24.255
wl3,9/2/18 2:35,96.658,24.255,96.646,24.351,96.636,24.255
wl3,9/2/18 2:40,96.64,24.255,96.643,24.255,96.62,24.255
wl3,9/2/18 2:45,96.655,24.158,96.643,24.255,96.636,24.255
wl3,9/2/18 2:50,96.673,24.158,96.643,24.255,96.633,24.158
wl3,9/2/18 2:55,96.655,24.158,96.643,24.255,96.633,24.158
wl3,9/2/18 3:00,96.655,24.158,96.659,24.255,96.633,24.158
wl3,9/2/18 3:05,96.655,24.158,96.643,24.255,96.649,24.158
wl3,9/2/18 3:10,96.655,24.158,96.659,24.255,96.649,24.158
wl3,9/2/18 3:15,96.655,24.158,96.64,24.158,96.649,24.158
wl3,9/2/18 3:20,96.653,24.062,96.64,24.158,96.662,24.062
wl3,9/2/18 3:25,96.67,24.062,96.656,24.158,96.646,24.062
wl3,9/2/18 3:30,96.67,24.062,96.656,24.158,96.646,24.062
wl3,9/2/18 3:35,96.67,24.062,96.656,24.158,96.662,24.062
wl3,9/2/18 3:40,96.67,24.062,96.656,24.158,96.646,24.062
wl3,9/2/18 3:45,96.653,24.062,96.64,24.158,96.646,24.062
wl3,9/2/18 3:50,96.67,24.062,96.656,24.158,96.646,24.062
wl3,9/2/18 3:55,96.688,24.062,96.656,24.158,96.662,24.062
wl3,9/2/18 4:00,96.688,24.062,96.653,24.062,96.659,23.966
wl3,9/2/18 4:05,96.685,23.966,96.67,24.062,96.659,23.966
wl3,9/2/18 4:10,96.685,23.966,96.67,24.062,96.659,23.966
wl3,9/2/18 4:15,96.668,23.966,96.67,24.062,96.659,23.966
wl3,9/2/18 4:20,96.685,23.966,96.67,24.062,96.659,23.966
wl3,9/2/18 4:25,96.703,23.966,96.67,24.062,96.675,23.966
wl3,9/2/18 4:30,96.703,23.966,96.687,24.062,96.688,23.869
wl3,9/2/18 4:35,96.703,23.966,96.687,24.062,96.688,23.869
wl3,9/2/18 4:40,96.7,23.869,96.704,24.062,96.688,23.869
wl3,9/2/18 4:45,96.718,23.869,96.701,23.966,96.688,23.869
wl3,9/2/18 4:50,96.7,23.869,96.701,23.966,96.704,23.869
wl3,9/2/18 4:55,96.736,23.869,96.717,23.966,96.704,23.869
wl3,9/2/18 5:00,96.736,23.869,96.717,23.966,96.717,23.773
wl3,9/2/18 5:05,96.736,23.869,96.717,23.966,96.717,23.773
wl3,9/2/18 5:10,96.751,23.773,96.734,23.966,96.717,23.773
wl3,9/2/18 5:15,96.751,23.773,96.731,23.869,96.717,23.773
wl3,9/2/18 5:20,96.751,23.773,96.748,23.869,96.749,23.773
wl3,9/2/18 5:25,96.751,23.773,96.765,23.869,96.747,23.677
wl3,9/2/18 5:30,96.768,23.773,96.765,23.869,96.747,23.677
wl3,9/2/18 5:35,96.766,23.677,96.765,23.869,96.747,23.677
wl3,9/2/18 5:40,96.783,23.677,96.765,23.869,96.762,23.677
wl3,9/2/18 5:45,96.783,23.677,96.778,23.773,96.776,23.581
wl3,9/2/18 5:50,96.783,23.677,96.778,23.773,96.776,23.581
wl3,9/2/18 5:55,96.801,23.677,96.795,23.773,96.791,23.581
wl3,9/2/18 6:00,96.819,23.677,96.795,23.773,96.776,23.581
wl3,9/2/18 6:05,96.816,23.581,96.812,23.773,96.807,23.581
wl3,9/2/18 6:10,96.816,23.581,96.809,23.677,96.807,23.581
wl3,9/2/18 6:15,96.834,23.581,96.826,23.677,96.807,23.581
wl3,9/2/18 6:20,96.834,23.581,96.826,23.677,96.821,23.484
wl3,9/2/18 6:25,96.851,23.581,96.859,23.677,96.836,23.484
wl3,9/2/18 6:30,96.851,23.581,96.859,23.677,96.836,23.484
wl3,9/2/18 6:35,96.851,23.581,96.859,23.677,96.852,23.484
wl3,9/2/18 6:40,96.849,23.484,96.859,23.677,96.852,23.484
wl3,9/2/18 6:45,96.866,23.484,96.873,23.581,96.852,23.484
wl3,9/2/18 6:50,96.884,23.484,96.89,23.581,96.868,23.484
wl3,9/2/18 6:55,96.884,23.484,96.873,23.581,96.868,23.484
wl3,9/2/18 7:00,96.884,23.484,96.89,23.581,96.868,23.484
wl3,9/2/18 7:05,96.902,23.484,96.89,23.581,96.884,23.484
wl3,9/2/18 7:10,96.884,23.484,96.89,23.581,96.884,23.484
wl3,9/2/18 7:15,96.92,23.484,96.907,23.581,96.884,23.484
wl3,9/2/18 7:20,96.92,23.484,96.907,23.581,96.9,23.484
wl3,9/2/18 7:25,96.902,23.484,96.89,23.581,96.884,23.484
wl3,9/2/18 7:30,96.902,23.484,96.907,23.581,96.884,23.484
wl3,9/2/18 7:35,96.902,23.484,96.91,23.677,96.884,23.484
wl3,9/2/18 7:40,96.905,23.581,96.91,23.677,96.884,23.484
wl3,9/2/18 7:45,96.905,23.581,96.91,23.677,96.884,23.484
wl3,9/2/18 7:50,96.905,23.581,96.893,23.677,96.9,23.484
wl3,9/2/18 7:55,96.922,23.581,96.91,23.677,96.902,23.581
wl3,9/2/18 8:00,96.905,23.581,96.91,23.677,96.902,23.581
wl3,9/2/18 8:05,96.905,23.581,96.91,23.677,96.887,23.581
wl3,9/2/18 8:10,96.922,23.581,96.91,23.677,96.902,23.581
wl3,9/2/18 8:15,96.925,23.677,96.913,23.773,96.902,23.581
wl3,9/2/18 8:20,96.925,23.677,96.929,23.773,96.905,23.677
wl3,9/2/18 8:25,96.907,23.677,96.929,23.773,96.905,23.677
wl3,9/2/18 8:30,96.907,23.677,96.929,23.773,96.905,23.677
wl3,9/2/18 8:35,96.928,23.773,96.929,23.773,96.921,23.677
wl3,9/2/18 8:40,96.945,23.773,96.929,23.773,96.905,23.677
wl3,9/2/18 8:45,96.928,23.773,96.932,23.869,96.908,23.773
wl3,9/2/18 8:50,96.928,23.773,96.932,23.869,96.908,23.773
wl3,9/2/18 8:55,96.928,23.773,96.932,23.869,96.924,23.773
wl3,9/2/18 9:00,96.91,23.773,96.932,23.869,96.924,23.773
wl3,9/2/18 9:05,96.93,23.869,96.932,23.869,96.908,23.773
wl3,9/2/18 9:10,96.93,23.869,96.952,23.966,96.926,23.869
wl3,9/2/18 9:15,96.948,23.869,96.935,23.966,96.91,23.869
wl3,9/2/18 9:20,96.948,23.869,96.935,23.966,96.926,23.869
wl3,9/2/18 9:25,96.933,23.966,96.935,23.966,96.91,23.869
wl3,9/2/18 9:30,96.933,23.966,96.938,24.062,96.897,23.966
wl3,9/2/18 9:35,96.915,23.966,96.938,24.062,96.897,23.966
wl3,9/2/18 9:40,96.933,23.966,96.938,24.062,96.913,23.966
wl3,9/2/18 9:45,96.936,24.062,96.938,24.062,96.897,23.966
wl3,9/2/18 9:50,96.918,24.062,96.925,24.158,96.9,24.062
wl3,9/2/18 9:55,96.918,24.062,96.925,24.158,96.916,24.062
wl3,9/2/18 10:00,96.918,24.062,96.908,24.158,96.9,24.062
wl3,9/2/18 10:05,96.939,24.158,96.925,24.158,96.9,24.062
wl3,9/2/18 10:10,96.921,24.158,96.908,24.158,96.902,24.158
wl3,9/2/18 10:15,96.921,24.158,96.911,24.255,96.887,24.158
wl3,9/2/18 10:20,96.939,24.158,96.911,24.255,96.887,24.158
wl3,9/2/18 10:25,96.924,24.255,96.928,24.255,96.873,24.255
wl3,9/2/18 10:30,96.924,24.255,96.928,24.255,96.873,24.255
wl3,9/2/18 10:35,96.924,24.255,96.914,24.351,96.873,24.255
wl3,9/2/18 10:40,96.926,24.351,96.897,24.351,96.873,24.255
wl3,9/2/18 10:45,96.909,24.351,96.914,24.351,96.876,24.351
wl3,9/2/18 10:50,96.891,24.351,96.883,24.448,96.876,24.351
wl3,9/2/18 10:55,96.894,24.448,96.883,24.448,96.86,24.351
wl3,9/2/18 11:00,96.876,24.448,96.867,24.448,96.847,24.448
wl3,9/2/18 11:05,96.876,24.448,96.87,24.545,96.863,24.448
wl3,9/2/18 11:10,96.879,24.545,96.87,24.545,96.85,24.545
wl3,9/2/18 11:15,96.861,24.545,96.87,24.545,96.85,24.545
wl3,9/2/18 11:20,96.861,24.545,96.856,24.641,96.818,24.545
wl3,9/2/18 11:25,96.846,24.641,96.856,24.641,96.821,24.641
wl3,9/2/18 11:30,96.864,24.641,96.842,24.738,96.836,24.641
wl3,9/2/18 11:35,96.846,24.641,96.842,24.738,96.821,24.641
wl3,9/2/18 11:40,96.849,24.738,96.842,24.738,96.807,24.738
wl3,9/2/18 11:45,96.849,24.738,96.845,24.835,96.823,24.738
wl3,9/2/18 11:50,96.831,24.738,96.845,24.835,96.807,24.738
wl3,9/2/18 11:55,96.834,24.835,96.828,24.835,96.81,24.835
wl3,9/2/18 12:00,96.834,24.835,96.828,24.835,96.794,24.835
wl3,9/2/18 12:05,96.816,24.835,96.831,24.931,96.778,24.835
wl3,9/2/18 12:10,96.819,24.931,96.814,24.931,96.781,24.931
wl3,9/2/18 12:15,96.819,24.931,96.814,24.931,96.781,24.931
wl3,9/2/18 12:20,96.819,24.931,96.801,25.028,96.765,24.931
wl3,9/2/18 12:25,96.784,24.931,96.801,25.028,96.765,24.931
wl3,9/2/18 12:30,96.786,25.028,96.801,25.028,96.752,25.028
wl3,9/2/18 12:35,96.786,25.028,96.784,25.028,96.768,25.028
wl3,9/2/18 12:40,96.786,25.028,96.784,25.028,96.752,25.028
wl3,9/2/18 12:45,96.751,25.028,96.77,25.125,96.736,25.028
wl3,9/2/18 12:50,96.754,25.125,96.753,25.125,96.739,25.125
wl3,9/2/18 12:55,96.754,25.125,96.753,25.125,96.739,25.125
wl3,9/2/18 13:00,96.754,25.125,96.74,25.222,96.707,25.125
wl3,9/2/18 13:05,96.739,25.222,96.723,25.222,96.71,25.222
wl3,9/2/18 13:10,96.721,25.222,96.726,25.319,96.71,25.222
wl3,9/2/18 13:15,96.724,25.319,96.709,25.319,96.697,25.319
wl3,9/2/18 13:20,96.706,25.319,96.712,25.416,96.699,25.416
wl3,9/2/18 13:25,96.709,25.416,96.695,25.416,96.699,25.416
wl3,9/2/18 13:30,96.709,25.416,96.695,25.416,96.683,25.416
wl3,9/2/18 13:35,96.709,25.416,96.698,25.513,96.67,25.513
wl3,9/2/18 13:40,96.712,25.513,96.698,25.513,96.654,25.513
wl3,9/2/18 13:45,96.694,25.513,96.681,25.513,96.67,25.513
wl3,9/2/18 13:50,96.679,25.61,96.654,25.708,96.641,25.61
wl3,9/2/18 13:55,96.684,25.805,96.674,25.805,96.647,25.805
wl3,9/2/18 14:00,96.652,25.902,96.643,25.902,96.633,25.902
wl3,9/2/18 14:05,96.64,26.097,96.632,26.097,96.607,26.097
wl3,9/2/18 14:10,96.645,26.292,96.621,26.292,96.61,26.195
wl3,9/2/18 14:15,96.63,26.39,96.611,26.488,96.599,26.39
wl3,9/2/18 14:20,96.618,26.585,96.614,26.585,96.602,26.488
wl3,9/2/18 14:25,96.603,26.683,96.603,26.781,96.592,26.683
wl3,9/2/18 14:30,96.624,26.781,96.606,26.879,96.576,26.683
wl3,9/2/18 14:35,96.594,26.977,96.592,26.977,96.565,26.879
wl3,9/2/18 14:40,96.614,27.075,96.598,27.173,96.552,26.977
wl3,9/2/18 14:45,96.582,27.173,96.584,27.272,96.555,27.075
wl3,9/2/18 14:50,96.567,27.272,96.57,27.37,96.526,27.173
wl3,9/2/18 14:55,96.57,27.37,96.559,27.567,96.529,27.272
wl3,9/2/18 15:00,96.558,27.567,96.562,27.665,96.531,27.37
wl3,9/2/18 15:05,96.561,27.665,96.548,27.764,96.534,27.468
wl3,9/2/18 15:10,96.546,27.764,96.534,27.862,96.505,27.567
wl3,9/2/18 15:15,96.549,27.862,96.524,28.06,96.508,27.665
wl3,9/2/18 15:20,96.534,27.961,96.526,28.159,96.511,27.764
wl3,9/2/18 15:25,96.536,28.06,96.513,28.258,96.5,27.961
wl3,9/2/18 15:30,96.507,28.258,96.502,28.456,96.487,28.06
wl3,9/2/18 15:35,96.492,28.357,96.471,28.555,96.458,28.159
wl3,9/2/18 15:40,96.495,28.456,96.491,28.655,96.445,28.258
wl3,9/2/18 15:45,96.465,28.655,96.463,28.853,96.435,28.456
wl3,9/2/18 15:50,96.486,28.754,96.483,28.953,96.469,28.555
wl3,9/2/18 15:55,96.465,28.655,96.463,28.853,96.451,28.456
wl3,9/2/18 16:00,96.477,28.456,96.474,28.655,96.464,28.357
wl3,9/2/18 16:05,96.492,28.357,96.488,28.555,96.458,28.159
wl3,9/2/18 16:10,96.468,28.159,96.468,28.456,96.455,28.06
wl3,9/2/18 16:15,96.483,28.06,96.462,28.258,96.453,27.961
wl3,9/2/18 16:20,96.48,27.961,96.476,28.159,96.447,27.764
wl3,9/2/18 16:25,96.478,27.862,96.473,28.06,96.444,27.665
wl3,9/2/18 16:30,96.475,27.764,96.453,27.961,96.442,27.567
wl3,9/2/18 16:35,96.472,27.665,96.467,27.862,96.442,27.567
wl3,9/2/18 16:40,96.469,27.567,96.448,27.764,96.439,27.468
wl3,9/2/18 16:45,96.451,27.567,96.448,27.764,96.436,27.37
wl3,9/2/18 16:50,96.466,27.468,96.445,27.665,96.433,27.272
wl3,9/2/18 16:55,96.463,27.37,96.459,27.567,96.433,27.272
wl3,9/2/18 17:00,96.461,27.272,96.456,27.468,96.447,27.173
wl3,9/2/18 17:05,96.461,27.272,96.453,27.37,96.428,27.075
wl3,9/2/18 17:10,96.475,27.173,96.466,27.272,96.444,27.075
wl3,9/2/18 17:15,96.473,27.075,96.463,27.173,96.441,26.977
wl3,9/2/18 17:20,96.47,26.977,96.461,27.075,96.457,26.977
wl3,9/2/18 17:25,96.485,26.879,96.474,26.977,96.438,26.879
wl3,9/2/18 17:30,96.482,26.781,96.471,26.879,96.436,26.781
wl3,9/2/18 17:35,96.497,26.683,96.485,26.781,96.452,26.781
wl3,9/2/18 17:40,96.497,26.683,96.485,26.781,96.449,26.683
wl3,9/2/18 17:45,96.476,26.585,96.499,26.683,96.462,26.585
wl3,9/2/18 17:50,96.491,26.488,96.479,26.585,96.462,26.585
wl3,9/2/18 17:55,96.474,26.488,96.479,26.585,96.459,26.488
wl3,9/2/18 18:00,96.471,26.39,96.46,26.488,96.443,26.488
wl3,9/2/18 18:05,96.488,26.39,96.46,26.488,96.443,26.488
wl3,9/2/18 18:10,96.471,26.39,96.457,26.39,96.457,26.39
wl3,9/2/18 18:15,96.486,26.292,96.473,26.39,96.472,26.39
wl3,9/2/18 18:20,96.486,26.292,96.49,26.39,96.472,26.39
wl3,9/2/18 18:25,96.521,26.292,96.507,26.39,96.486,26.292
wl3,9/2/18 18:30,96.518,26.195,96.504,26.292,96.486,26.292
wl3,9/2/18 18:35,96.518,26.195,96.504,26.292,96.499,26.195
wl3,9/2/18 18:40,96.536,26.195,96.501,26.195,96.499,26.195
wl3,9/2/18 18:45,96.533,26.097,96.501,26.195,96.499,26.195
wl3,9/2/18 18:50,96.533,26.097,96.501,26.195,96.496,26.097
wl3,9/2/18 18:55,96.53,26,96.515,26.097,96.512,26.097
wl3,9/2/18 19:00,96.513,26,96.498,26.097,96.493,26
wl3,9/2/18 19:05,96.528,25.902,96.495,26,96.493,26
wl3,9/2/18 19:10,96.528,25.902,96.512,26,96.506,25.902
wl3,9/2/18 19:15,96.543,25.805,96.526,25.902,96.522,25.902
wl3,9/2/18 19:20,96.543,25.805,96.526,25.902,96.52,25.805
wl3,9/2/18 19:25,96.596,25.805,96.559,25.902,96.551,25.805
wl3,9/2/18 19:30,96.575,25.708,96.539,25.805,96.536,25.805
wl3,9/2/18 19:35,96.558,25.708,96.539,25.805,96.549,25.708
wl3,9/2/18 19:40,96.555,25.61,96.537,25.708,96.533,25.708
wl3,9/2/18 19:45,96.555,25.61,96.537,25.708,96.53,25.61
wl3,9/2/18 19:50,96.552,25.513,96.55,25.61,96.546,25.61
wl3,9/2/18 19:55,96.57,25.513,96.55,25.61,96.546,25.61
wl3,9/2/18 20:00,96.587,25.513,96.584,25.61,96.575,25.513
wl3,9/2/18 20:05,96.602,25.416,96.581,25.513,96.575,25.513
wl3,9/2/18 20:10,96.602,25.416,96.598,25.513,96.572,25.416
wl3,9/2/18 20:15,96.635,25.319,96.595,25.416,96.588,25.416
wl3,9/2/18 20:20,96.635,25.319,96.611,25.416,96.601,25.319
wl3,9/2/18 20:25,96.653,25.319,96.628,25.416,96.617,25.319
wl3,9/2/18 20:30,96.65,25.222,96.642,25.319,96.633,25.319
wl3,9/2/18 20:35,96.668,25.222,96.642,25.319,96.63,25.222
wl3,9/2/18 20:40,96.668,25.222,96.642,25.319,96.646,25.222
wl3,9/2/18 20:45,96.683,25.125,96.656,25.222,96.662,25.222
wl3,9/2/18 20:50,96.683,25.125,96.673,25.222,96.659,25.125
wl3,9/2/18 20:55,96.7,25.125,96.673,25.222,96.675,25.125
wl3,9/2/18 21:00,96.698,25.028,96.689,25.222,96.691,25.125
wl3,9/2/18 21:05,96.751,25.028,96.703,25.125,96.689,25.028
wl3,9/2/18 21:10,96.751,25.028,96.737,25.125,96.72,25.028
wl3,9/2/18 21:15,96.748,24.931,96.734,25.028,96.72,25.028
wl3,9/2/18 21:20,96.748,24.931,96.734,25.028,96.718,24.931
wl3,9/2/18 21:25,96.73,24.931,96.734,25.028,96.718,24.931
wl3,9/2/18 21:30,96.713,24.931,96.717,25.028,96.702,24.931
wl3,9/2/18 21:35,96.745,24.835,96.714,24.931,96.718,24.931
wl3,9/2/18 21:40,96.728,24.835,96.747,24.931,96.747,24.835
wl3,9/2/18 21:45,96.745,24.835,96.764,24.931,96.731,24.835
wl3,9/2/18 21:50,96.763,24.835,96.731,24.931,96.731,24.835
wl3,9/2/18 21:55,96.763,24.835,96.764,24.931,96.747,24.835
wl3,9/2/18 22:00,96.798,24.835,96.781,24.931,96.778,24.835
wl3,9/2/18 22:05,96.813,24.738,96.795,24.835,96.778,24.835
wl3,9/2/18 22:10,96.813,24.738,96.778,24.835,96.776,24.738
wl3,9/2/18 22:15,96.796,24.738,96.778,24.835,96.776,24.738
wl3,9/2/18 22:20,96.796,24.738,96.795,24.835,96.776,24.738
wl3,9/2/18 22:25,96.831,24.738,96.811,24.835,96.807,24.738
wl3,9/2/18 22:30,96.811,24.641,96.825,24.738,96.792,24.738
wl3,9/2/18 22:35,96.811,24.641,96.808,24.738,96.789,24.641
wl3,9/2/18 22:40,96.828,24.641,96.808,24.738,96.805,24.641
wl3,9/2/18 22:45,96.828,24.641,96.825,24.738,96.821,24.641
wl3,9/2/18 22:50,96.828,24.641,96.825,24.738,96.805,24.641
wl3,9/2/18 22:55,96.811,24.641,96.808,24.738,96.805,24.641
wl3,9/2/18 23:00,96.828,24.641,96.825,24.738,96.805,24.641
wl3,9/2/18 23:05,96.828,24.641,96.822,24.641,96.805,24.641
wl3,9/2/18 23:10,96.826,24.545,96.856,24.641,96.821,24.641
wl3,9/2/18 23:15,96.826,24.545,96.839,24.641,96.818,24.545
wl3,9/2/18 23:20,96.843,24.545,96.839,24.641,96.834,24.545
wl3,9/2/18 23:25,96.843,24.545,96.822,24.641,96.834,24.545
wl3,9/2/18 23:30,96.843,24.545,96.839,24.641,96.818,24.545
wl3,9/2/18 23:35,96.843,24.545,96.822,24.641,96.834,24.545
wl3,9/2/18 23:40,96.843,24.545,96.839,24.641,96.834,24.545
wl3,9/2/18 23:45,96.841,24.448,96.836,24.545,96.815,24.448
wl3,9/2/18 23:50,96.858,24.448,96.836,24.545,96.847,24.448
wl3,9/2/18 23:55,96.858,24.448,96.836,24.545,96.847,24.448
wl3,9/3/18 0:00,96.858,24.448,96.853,24.545,96.863,24.448
wl3,9/3/18 0:05,96.858,24.448,96.853,24.545,96.847,24.448
wl3,9/3/18 0:10,96.858,24.448,96.853,24.545,96.844,24.351
wl3,9/3/18 0:15,96.873,24.351,96.87,24.545,96.844,24.351
wl3,9/3/18 0:20,96.873,24.351,96.903,24.545,96.876,24.351
wl3,9/3/18 0:25,96.891,24.351,96.92,24.545,96.892,24.351
wl3,9/3/18 0:30,96.891,24.351,96.917,24.448,96.892,24.351
wl3,9/3/18 0:35,96.926,24.351,96.934,24.448,96.921,24.255
wl3,9/3/18 0:40,96.944,24.351,96.934,24.448,96.937,24.255
wl3,9/3/18 0:45,96.962,24.351,96.95,24.448,96.937,24.255
wl3,9/3/18 0:50,96.941,24.255,96.95,24.448,96.921,24.255
wl3,9/3/18 0:55,96.959,24.255,96.95,24.448,96.937,24.255
wl3,9/3/18 1:00,96.941,24.255,96.947,24.351,96.937,24.255
wl3,9/3/18 1:05,96.959,24.255,96.947,24.351,96.934,24.158
wl3,9/3/18 1:10,96.941,24.255,96.947,24.351,96.934,24.158
wl3,9/3/18 1:15,96.941,24.255,96.947,24.351,96.934,24.158
wl3,9/3/18 1:20,96.956,24.158,96.947,24.351,96.934,24.158
wl3,9/3/18 1:25,96.956,24.158,96.947,24.351,96.934,24.158
wl3,9/3/18 1:30,96.974,24.158,96.961,24.255,96.947,24.062
wl3,9/3/18 1:35,96.974,24.158,96.961,24.255,96.947,24.062
wl3,9/3/18 1:40,96.971,24.062,96.978,24.255,96.963,24.062
wl3,9/3/18 1:45,96.971,24.062,96.978,24.255,96.961,23.966
